id;type;title;start;end
808859691;ASSIGNMENT;Lista Parsons 4 - Vetores e strings - C;2026-03-31 16:00:00;2026-03-31 20:00:00
820152893;ASSIGNMENT;Lab 2;2025-06-03 03:00:00;2025-06-30 03:00:00
822353133;ASSIGNMENT;Lista 3 - Estrutura Condicional Encadeada;2024-09-30 23:55:00;2024-10-09 23:55:00
823270015;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2025-03-17 18:20:00;2025-03-25 03:00:00
823350549;ASSIGNMENT;Lab 3 - Estrutura Condicional Encadeada;2025-05-06 18:00:00;2025-05-15 18:00:00
827537839;ASSIGNMENT;Lista Parsons 4 - Vetores e strings - C;2026-03-09 03:00:00;2026-08-01 03:00:00
829105266;ASSIGNMENT;Lab 1 (Introdução a C - variáveis e operadores);2024-08-26 22:00:00;2024-09-12 03:55:00
831076482;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2025-08-11 18:00:00;2025-08-27 18:00:00
831871189;ASSIGNMENT;Dia 4 - Listas;2025-07-24 12:10:00;2025-07-27 03:55:00
834890456;ASSIGNMENT;Vetores;2025-03-27 22:00:00;2025-04-01 02:55:00
844752445;ASSIGNMENT;Lab 4 – EXTRAS;2025-05-13 22:00:00;2025-06-03 21:55:00
848295292;ASSIGNMENT;Lista 1;2026-03-20 03:00:00;2026-04-03 03:00:00
857226313;ASSIGNMENT;Lab 6 - Repetição por Contagem (for);2025-07-03 22:00:00;2025-07-14 03:55:00
861745638;ASSIGNMENT;Prática 17 - Alocação dinâmica de matrizez;2024-11-17 04:00:00;2024-12-30 04:00:00
865543783;EXAM;TP 4: Estrutura de Repetição por Condição;2025-06-03 18:05:00;2025-06-03 19:55:00
867240126;ASSIGNMENT;Lista Parsons 0 - Familiarização - Python;2026-04-13 10:00:00;2026-04-14 01:00:00
870186177;ASSIGNMENT;Lab 4 – Repetição por Condição (while);2025-05-13 22:00:00;2025-06-03 22:00:00
871017912;ASSIGNMENT;03 - Condicionais Simples e Compostas;2026-04-27 04:00:00;2026-07-30 04:00:00
871248161;ASSIGNMENT;Lab 6 (alocação dinâmica de memória);2024-10-07 04:00:00;2024-10-16 22:00:00
873060695;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2026-03-09 20:00:00;2026-03-30 19:55:00
874788117;EXAM;Exercicio Avaliativo em Sala 03;2026-04-27 22:00:00;2026-04-28 00:00:00
875245120;ASSIGNMENT;Lab 0 – Primeiros passos com o Python;2025-04-23 22:00:00;2025-05-05 03:55:00
877980308;ASSIGNMENT;L05 - Árvores binárias de busca (2);2025-04-25 22:00:00;2025-05-12 22:00:00
886043830;EXAM;Avaliação 2;2026-04-14 16:10:00;2026-04-14 19:30:00
892112875;EXAM;Exercicio Avaliativo em Sala 02;2025-04-29 17:55:00;2025-04-29 19:45:00
894998937;EXAM;TP 2: Est. Condicional Simples e Composta;2024-09-28 14:00:00;2024-09-28 15:30:00
899166503;ASSIGNMENT;Teste;2026-02-23 03:00:00;2027-02-24 03:00:00
903431226;EXAM;Exercicio Avaliativo em Sala 01;2025-08-26 12:00:00;2025-08-26 13:15:00
906907063;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2025-08-19 20:00:00;2025-08-21 22:00:00
907830564;ASSIGNMENT;06-Árvores binárias de busca;2026-04-17 04:00:00;2026-07-31 04:00:00
913003887;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial;2025-04-03 04:00:00;2025-04-20 04:00:00
915622173;ASSIGNMENT;Lab 10 (listas);2025-06-20 04:00:00;2025-07-04 14:00:00
916814568;ASSIGNMENT;L1.3;2025-04-10 03:00:00;2025-12-01 03:00:00
919402928;EXAM;Exercício Avaliativo em Sala 05;2025-11-11 22:00:00;2025-11-11 23:00:00
919495139;EXAM;TP 4: Estrutura de Repetição por Condição;2025-10-29 14:00:00;2025-10-29 16:00:00
925107708;ASSIGNMENT;Laboratório de Programação 3;2026-02-20 12:00:00;2026-02-20 23:00:00
930501991;EXAM;Exercício Avaliativo em Sala 05;2025-06-16 18:10:00;2025-06-16 19:40:00
934070512;ASSIGNMENT;Lab 4 – Repetição por Condição (while);2025-08-15 04:00:00;2025-12-13 04:00:00
940594077;EXAM;Exercício Avaliativo em Sala 06;2026-06-17 04:00:00;2026-06-17 04:00:00
940910820;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2025-09-15 22:00:00;2025-09-17 22:00:00
951496494;EXAM;Teste de ambiente;2024-12-12 21:00:00;2024-12-12 22:00:00
956094370;ASSIGNMENT;Lista Parsons 3 - Laço while - Java;2026-05-11 22:00:00;2026-05-12 02:00:00
957220220;ASSIGNMENT;Lab 3 - Estrutura Condicional Encadeada;2025-05-06 12:00:00;2025-05-15 12:00:00
960580972;EXAM;Exercicio Avaliativo em Sala 03;2025-05-15 17:50:00;2025-05-15 19:45:00
962279459;EXAM;Lista 2 - Grupo Controle;2025-11-18 20:45:00;2025-11-18 21:45:00
970509146;ASSIGNMENT;Lista 7 - ponteiro - pt 1;2025-10-02 19:20:00;2025-10-10 16:00:00
970925662;ASSIGNMENT;Lista Parsons 0 - Familiarização - Java;2026-03-02 04:00:00;2026-03-03 04:00:00
980790891;EXAM;TP 2: Est. Condicional Simples e Composta;2025-04-26 14:05:00;2025-04-26 16:05:00
982745664;EXAM;TP 6: Estrutura de Repetição por Contagem (for);2025-12-02 00:10:00;2025-12-02 01:30:00
983089942;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2024-08-26 04:00:00;2024-10-31 04:00:00
994931191;ASSIGNMENT;L08 - Simulado de 24/set;2024-09-25 20:20:00;2024-10-03 22:00:00
995705013;ASSIGNMENT;Lista Parsons 1 - Estrutura sequencial - C;2026-01-20 03:00:00;2026-02-18 03:00:00
996981499;ASSIGNMENT;L05 - Prática;2025-11-06 23:30:00;2025-11-24 04:00:00
997689387;ASSIGNMENT;Lab 5 (Vetores e Matrizes);2025-04-25 16:00:00;2025-05-05 03:55:00
1003782500;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial - 2025-2;2025-08-25 23:00:00;2025-09-02 00:00:00
1006956180;ASSIGNMENT;Lista Parsons 2 - Estruturas condicionais - Java;2026-02-27 04:00:00;2026-02-28 04:00:00
1030033026;EXAM;Exercício Avaliativo em Sala 04;2025-10-21 18:00:00;2025-10-23 20:00:00
1032517897;EXAM;Exercicio Avaliativo em Sala 01;2025-08-26 22:00:00;2025-08-26 23:15:00
1032867225;ASSIGNMENT;L17 - Alocação dinâmica de matrizez;2024-10-29 22:00:00;2024-11-19 22:00:00
1037344655;ASSIGNMENT;Lab 2: Estrutura Condicional Simples e Composta;2024-09-17 00:00:00;2024-09-25 23:55:00
1042891639;ASSIGNMENT;Extras 3 - Estrutura Condicional Encadeada;2025-05-06 04:00:00;2025-05-30 04:00:00
1043129260;ASSIGNMENT;Extras 6 - Repetição por Contagem (for);2025-05-05 04:00:00;2025-05-30 04:00:00
1043433405;ASSIGNMENT;Lab 4 – Repetição por Condição (while);2025-10-02 22:00:00;2025-12-09 22:00:00
1043490568;EXAM;TP 2: Est. Condicional Simples e Composta;2025-04-29 12:05:00;2025-04-29 13:05:00
1055039802;ASSIGNMENT;Lab 5 - Strings  e Listas;2025-10-30 18:00:00;2025-11-20 20:00:00
1055145681;EXAM;Prova Final;2025-10-28 04:00:00;2025-12-17 04:00:00
1068114912;EXAM;Treino de prova 1;2024-10-30 14:45:00;2024-10-30 15:10:00
1070685714;ASSIGNMENT;Lab 4 – Repetição por Condição (while);2025-05-20 12:15:00;2025-06-05 12:00:00
1073083531;ASSIGNMENT;Lab 4 – Repetição por Condição (while);2025-05-20 18:00:00;2025-06-05 17:55:00
1082293595;ASSIGNMENT;Lab 7 (tipos estruturados);2024-10-14 04:00:00;2024-10-30 03:55:00
1082740005;ASSIGNMENT;L09 - Opcionais 2;2024-09-25 22:20:00;2024-10-03 22:00:00
1096275897;ASSIGNMENT;Lista 5;2026-04-17 17:30:00;2026-04-24 16:00:00
1105865781;ASSIGNMENT;L04 - Laços de repetição;2024-09-10 23:00:00;2024-09-17 22:00:00
1107611404;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial;2025-08-14 12:30:00;2025-08-28 12:00:00
1118514683;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2025-04-22 17:55:00;2025-06-23 20:00:00
1119231843;ASSIGNMENT;L06 - Laços de repetição 2;2024-09-17 22:00:00;2024-09-26 22:00:00
1122516883;EXAM;Exercicio Avaliativo em Sala 01;2025-04-08 18:00:00;2025-04-08 19:45:00
1124394039;ASSIGNMENT;Lista Parsons 2 - Estruturas condicionais - Java;2026-04-17 04:00:00;2026-04-24 04:00:00
1125650323;EXAM;TP 6: Estrutura de Repetição por Contagem (for);2024-12-10 18:10:00;2024-12-10 19:40:00
1130557159;ASSIGNMENT;L14 - Vetores (e ponteiros também);2024-10-15 23:00:00;2024-11-05 03:55:00
1133140519;EXAM;Teste de Ambiente (sub);2024-12-19 20:00:00;2024-12-19 22:05:00
1135515104;ASSIGNMENT;Lista 18;2026-04-07 16:00:00;2026-04-14 16:00:00
1137243706;EXAM;Exercício Avaliativo em Sala 05;2025-06-26 12:05:00;2025-06-26 13:45:00
1140144039;ASSIGNMENT;Lista Parsons 1 - Estrutura sequencial - Java;2026-02-26 04:00:00;2026-07-22 04:00:00
1143556897;ASSIGNMENT;Lista Parsons 3 - Laço while - Python;2026-04-01 06:00:00;2026-05-31 04:00:00
1143914523;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2025-03-17 20:30:00;2025-03-31 20:00:00
1147927607;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2024-08-07 04:00:00;2024-08-31 04:00:00
1156410820;EXAM;Avaliação 2;2025-05-23 16:10:00;2025-05-23 19:30:00
1157495957;ASSIGNMENT;Lista 4 - Struct;2025-08-22 16:00:00;2025-08-29 20:00:00
1160973286;ASSIGNMENT;Lab 5 - Strings  e Listas;2025-11-05 18:00:00;2025-11-24 18:00:00
1169273231;ASSIGNMENT;Lab 0 - Primeiros passos com o Python - 2025-2;2025-08-12 22:00:00;2025-08-18 22:00:00
1173508396;ASSIGNMENT;Lab 0 – Primeiros passos com o Python-IF-CPA;2026-03-06 03:00:00;2026-03-31 03:00:00
1177447002;ASSIGNMENT;L06 - Vetores;2026-04-29 14:00:00;2026-05-04 14:00:00
1180010659;ASSIGNMENT;Lab 4 – Extras;2025-05-13 20:00:00;2025-06-03 21:55:00
1181416409;ASSIGNMENT;Teste;2026-02-01 04:00:00;2026-02-14 04:00:00
1188295103;EXAM;Simulado AP1;2026-04-13 13:15:00;2026-04-13 14:35:00
1190452385;ASSIGNMENT;Lista Parsons 0 - Familiarização - C UEG-GOI;2026-01-21 04:00:00;2026-07-31 10:00:00
1191269479;ASSIGNMENT;Lab 6 - Repetição por Contagem (for);2025-11-20 00:10:00;2025-12-02 00:10:00
1195428137;EXAM;TP 3: Estrutura Condicional Encadeada;2025-10-02 20:00:00;2025-10-02 21:10:00
1203339560;ASSIGNMENT;Lab 3 - Estrutura Condicional Encadeada;2024-10-08 05:00:00;2024-10-15 16:00:00
1206076487;EXAM;Exercicio Avaliativo em Sala 01;2026-03-23 04:00:00;2026-03-23 04:00:00
1210755211;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2025-03-25 18:00:00;2025-06-23 20:00:00
1212243054;ASSIGNMENT;Lista Parsons 3 - Laço while - C;2026-01-22 04:00:00;2026-07-31 04:00:00
1214541040;EXAM;Exercício Avaliativo em Sala 04;2025-10-21 20:00:00;2025-10-21 21:30:00
1218678305;EXAM;Prova Final;2025-07-17 17:55:00;2025-07-17 19:45:00
1225256427;EXAM;Exercicio Avaliativo em Sala 02;2025-04-14 22:15:00;2025-04-14 23:45:00
1230946871;ASSIGNMENT;Extras 2 - Estrutura Condicional Simples e Compost;2025-05-06 04:00:00;2025-05-30 04:00:00
1231442704;ASSIGNMENT;Lista Parsons 1 - Estrutura Sequencial - Python;2026-04-13 10:00:00;2026-04-14 01:00:00
1231594463;EXAM;Exercicio Avaliativo em Sala 02;2026-04-06 20:00:00;2026-04-06 21:55:00
1232319155;ASSIGNMENT;Lista de Exercícios I;2025-02-24 04:00:00;2025-04-30 04:00:00
1233570240;EXAM;TP Substutivo;2025-07-10 18:10:00;2025-07-10 20:00:00
1233986177;ASSIGNMENT;L01 - Python;2025-05-05 05:00:00;2025-05-31 03:57:00
1235568857;ASSIGNMENT;Lab 5 - Strings  e Listas;2025-11-10 22:00:00;2025-11-17 22:00:00
1236017554;ASSIGNMENT;Lab 5 - Strings  e Listas;2025-06-05 20:00:00;2025-06-26 20:00:00
1240214349;ASSIGNMENT;Extras 4 – Repetição por Condição (while);2024-10-31 19:30:00;2024-11-12 18:00:00
1245133251;ASSIGNMENT;Lista 6 - Exercícios em Sala;2024-11-25 18:00:00;2024-11-29 18:00:00
1248195159;ASSIGNMENT;Lista 6 - Exercícios em Sala;2024-11-28 18:00:00;2024-12-19 04:00:00
1248733289;ASSIGNMENT;03-Python (nível 2);2026-03-26 04:20:00;2026-07-31 04:00:00
1251504598;ASSIGNMENT;Lista 4 – Repetição por Condição (while);2024-10-29 04:00:00;2024-11-13 03:55:00
1251770065;ASSIGNMENT;L01 - Python;2025-03-24 22:20:00;2025-03-31 22:00:00
1257995333;EXAM;Exercício Avaliativo em Sala 06;2025-06-30 20:10:00;2025-06-30 21:40:00
1264445689;ASSIGNMENT;Lista 6;2026-02-24 16:00:00;2026-03-16 02:55:00
1270074256;EXAM;Exercício Avaliativo em Sala 05;2025-11-13 18:00:00;2025-11-13 19:45:00
1272442827;EXAM;TP 6: Estrutura de Repetição por Contagem (for);2025-07-10 22:00:00;2025-07-10 23:30:00
1272731572;EXAM;Substitutiva da P1;2024-11-22 20:05:00;2024-11-22 22:00:00
1274027318;ASSIGNMENT;Segunda Lista de Exercícios ABI 01;2026-04-27 20:00:00;2026-06-05 18:00:00
1278357090;EXAM;Exercicio Avaliativo em Sala 01;2025-03-31 18:15:00;2025-03-31 19:20:00
1279611022;EXAM;Exercício Avaliativo em Sala 06;2025-11-27 12:00:00;2025-11-27 13:45:00
1280193446;EXAM;Avaliação Final;2024-12-17 22:05:00;2024-12-18 00:05:00
1280950416;EXAM;Exercicio Avaliativo em Sala 03;2025-09-30 18:00:00;2025-09-30 19:30:00
1293569040;ASSIGNMENT;Prática 10 - Opcionais 3;2024-10-04 05:00:00;2024-12-30 04:00:00
1295407968;ASSIGNMENT;Lista Parsons 2 - Estruturas Condicionais - Python;2026-03-10 05:00:00;2026-07-30 05:00:00
1298080281;EXAM;TP 4: Estrutura de Repetição por Condição;2025-10-23 00:10:00;2025-10-23 01:35:00
1303748754;ASSIGNMENT;Lista 2;2026-03-26 16:00:00;2026-04-10 16:00:00
1322228289;EXAM;TP 1: Variáveis e Estrutura Sequencial;2025-04-08 18:10:00;2025-04-08 19:40:00
1323602884;EXAM;TP Substitutivo;2024-12-12 18:10:00;2024-12-12 19:40:00
1330270560;ASSIGNMENT;Lab 3 - Estrutura Condicional Encadeada;2025-04-21 04:00:00;2025-04-22 04:00:00
1330463191;ASSIGNMENT;L05 - Árvores binárias de busca;2025-10-25 21:00:00;2026-01-19 04:00:00
1337574119;ASSIGNMENT;Lista Parsons 4 - Vetores e strings - C;2026-03-08 04:00:00;2026-07-31 03:00:00
1343530971;ASSIGNMENT;asdasd;2025-11-25 03:00:00;2025-11-30 03:00:00
1345148399;EXAM;TP 2: Est. Condicional Simples e Composta;2025-04-22 22:00:00;2025-04-22 23:40:00
1350606727;ASSIGNMENT;Lab 8 (arquivos);2024-10-28 07:00:00;2024-12-02 03:55:00
1352205893;EXAM;TP 1: Variáveis e Estrutura Sequencial;2025-05-07 22:30:00;2025-05-08 00:20:00
1354510279;ASSIGNMENT;L4;2025-04-05 03:00:00;2025-04-06 02:50:00
1354865879;EXAM;TP 2: Est. Condicional Simples e Composta;2026-04-14 20:00:00;2026-04-14 21:20:00
1360063648;ASSIGNMENT;Lista 1 - Exercícios em Sala;2024-08-28 14:23:00;2024-10-01 03:55:00
1360850546;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial;2024-08-28 04:00:00;2024-09-12 03:55:00
1362897364;ASSIGNMENT;L02 - Operações;2024-09-03 21:57:00;2024-09-10 22:00:00
1366740385;ASSIGNMENT;L01 - Programação em C;2026-03-27 13:55:00;2026-04-02 03:55:00
1367964601;ASSIGNMENT;Lista Parsons 0 - Familiarização - Java;2026-04-08 22:00:00;2026-04-09 01:30:00
1368896081;EXAM;Avaliação 1 - I Bimestre;2025-05-07 03:00:00;2025-05-07 20:55:00
1374950769;EXAM;Exercicio Avaliativo em Sala 01;2026-03-24 12:15:00;2026-03-24 13:00:00
1377166076;ASSIGNMENT;Lista 3 - Estrutura Condicional Encadeada;2024-10-03 04:00:00;2024-10-22 11:55:00
1378283076;EXAM;TP 1: Variáveis e Estrutura Sequencial;2025-08-28 22:00:00;2025-08-28 23:30:00
1383123868;ASSIGNMENT;Lista 0;2025-03-17 04:00:00;2025-04-04 04:00:00
1384449494;ASSIGNMENT;Lista 2;2026-02-10 17:00:00;2026-03-16 02:55:00
1386590757;EXAM;TP 3: Estrutura Condicional Encadeada;2025-10-01 18:00:00;2025-10-01 19:00:00
1390485223;ASSIGNMENT;L02 - Programação em C;2026-03-27 14:00:00;2026-04-02 03:55:00
1390487716;ASSIGNMENT;Lista Parsons 3 - Laço for com condição - Go;2026-04-17 18:00:00;2026-04-17 20:00:00
1403360385;ASSIGNMENT;Lista 3: Exercícios em Sala;2025-05-22 04:00:00;2025-05-29 03:55:00
1404891990;EXAM;Terceira Avaliação IC 2024-2;2024-12-13 20:00:00;2024-12-13 22:00:00
1405335540;ASSIGNMENT;Lista Parsons 0 - Familiarização - Java;2026-04-08 00:30:00;2026-04-08 01:30:00
1407130552;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial - 2026-1;2026-03-12 12:00:00;2026-05-01 03:55:00
1407437764;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2024-08-21 04:00:00;2024-08-31 04:00:00
1407477388;EXAM;TP 3: Estrutura Condicional Encadeada;2025-09-25 12:15:00;2025-09-25 13:45:00
1415980104;ASSIGNMENT;trampo;2025-10-07 03:05:00;2025-11-08 02:55:00
1418175282;ASSIGNMENT;Lista 6 - Exercícios em Sala;2024-11-27 23:55:00;2024-12-09 23:55:00
1423088982;EXAM;Lista 2 - Grupo Folha com Respostas;2025-11-18 20:45:00;2025-11-18 21:45:00
1424454937;ASSIGNMENT;Extras 1: Variáveis e Estrutura Sequencial;2024-09-13 04:00:00;2024-09-17 16:00:00
1425567750;ASSIGNMENT;Lista Parsons 1 - Estrutura sequencial - Java;2026-03-02 04:00:00;2026-03-03 04:00:00
1425948560;EXAM;EXAME FINAL;2025-04-21 03:00:00;2025-04-21 03:55:00
1429490711;ASSIGNMENT;Lista exercício - Estrutura Condicional Python;2026-03-25 04:00:00;2026-05-31 04:00:00
1431162153;EXAM;AP1 - P2;2026-04-22 13:00:00;2026-04-22 14:50:00
1432344045;EXAM;Exercicio Avaliativo em Sala 02;2025-04-14 22:15:00;2025-04-14 23:45:00
1434330372;ASSIGNMENT;04 - Estrutura Condicional Encadeada;2025-05-05 04:00:00;2025-07-30 04:00:00
1435668516;EXAM;Exercício Avaliativo em Sala 04;2025-05-26 20:10:00;2025-05-26 21:10:00
1437035609;ASSIGNMENT;Lista 1;2025-02-02 04:00:00;2025-03-16 04:00:00
1438022330;EXAM;Exercício Avaliativo em Sala 05;2025-11-17 22:00:00;2025-11-17 23:00:00
1443248998;EXAM;TP 6: Estrutura de Repetição por Contagem (for);2024-12-04 14:10:00;2024-12-04 15:40:00
1444029046;ASSIGNMENT;L02 - Ordenação;2025-08-14 04:00:00;2026-01-16 04:00:00
1449024969;EXAM;Prova Final;2025-07-17 20:00:00;2025-07-17 21:30:00
1449423051;ASSIGNMENT;Lista de Exercício - Estruturas Condicionais;2026-03-02 18:00:00;2026-03-14 03:56:00
1453381243;EXAM;TP 3: Estrutura Condicional Encadeada;2025-05-20 17:55:00;2025-05-20 19:45:00
1453560904;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2026-04-01 22:00:00;2026-04-13 22:00:00
1456744997;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial;2025-04-23 23:00:00;2025-05-07 03:55:00
1460965527;ASSIGNMENT;Lista Parsons 4 - Strings e listas - Python;2025-12-18 04:00:00;2026-08-28 04:00:00
1461279409;ASSIGNMENT;Lab 6 - Repetição por Contagem (for);2025-11-18 22:00:00;2025-12-09 22:00:00
1462403131;EXAM;TP 2: Est. Condicional Simples e Composta;2025-05-06 17:55:00;2025-05-06 19:45:00
1467359273;ASSIGNMENT;Lab 2: Estrutura Condicional Simples e Composta;2024-09-18 18:00:00;2024-09-25 17:55:00
1474961153;ASSIGNMENT;EXERCICIOS EXTRAS - SEM LAB;2024-09-29 04:00:00;2024-09-29 04:00:00
1482481100;ASSIGNMENT;Lista Parsons 2 - Estruturas condicionais - Java;2026-03-02 04:00:00;2026-03-03 04:00:00
1486685913;EXAM;Avaliação II - 2º Bimestre;2025-07-24 03:00:00;2025-07-24 21:25:00
1487738702;EXAM;uma avaliacao;2025-09-30 03:00:00;2025-09-30 03:00:00
1489132249;ASSIGNMENT;Lista Parsons 1 - Estrutura Sequencial - Python;2025-09-18 03:00:00;2026-02-20 03:00:00
1489284654;ASSIGNMENT;Lista Parsons 3 - Laço While - Python;2025-12-05 04:00:00;2026-08-14 04:00:00
1489799764;ASSIGNMENT;Lista Parsons 0 - Familiarização - Python;2025-09-17 03:00:00;2026-02-20 03:00:00
1489871752;ASSIGNMENT;Lista Parsons 2 - Estruturas Condicionais - Python;2025-12-22 03:00:00;2026-02-19 03:00:00
1489965527;ASSIGNMENT;Lista Parsons 4 - Strings e listas - Python;2025-12-18 04:00:00;2026-08-28 04:00:00
1494696400;EXAM;TP 1: Variáveis e Estrutura Sequencial;2026-03-30 22:10:00;2026-03-30 23:45:00
1497227346;ASSIGNMENT;L24 - Lista ligada e pilha;2024-12-03 22:00:00;2024-12-15 03:55:00
1505178393;EXAM;TP Substitutivo;2025-12-04 00:10:00;2025-12-04 01:30:00
1511497596;ASSIGNMENT;Prática 25 - Lista ligada e fila;2024-11-25 04:00:00;2024-12-30 04:00:00
1521005683;EXAM;Prova 1 Alternativa 2;2024-11-01 14:45:00;2024-11-01 16:15:00
1523534312;ASSIGNMENT;Lab 3.2 - Estrutura Condicional Encadeada;2026-04-23 22:30:00;2026-05-10 04:00:00
1525512621;EXAM;TP 2: Est. Condicional Simples e Composta;2025-04-29 18:00:00;2025-04-29 19:50:00
1533354429;ASSIGNMENT;Lista Parsons 3 - Laço while - C;2026-01-22 04:00:00;2026-07-31 04:00:00
1533586532;EXAM;TP 4: Estrutura de Repetição por Condição;2025-10-29 22:00:00;2025-10-29 23:10:00
1535476919;ASSIGNMENT;Lista Parsons 4 - Strings e listas - Python;2026-03-10 05:00:00;2026-07-30 05:00:00
1536419152;EXAM;Exercicio Avaliativo em Sala 02;2025-04-24 18:00:00;2025-04-24 19:40:00
1538606187;ASSIGNMENT;Teste;2025-10-01 03:00:00;2025-10-31 03:00:00
1538637385;EXAM;TP 1: Variáveis e Estrutura Sequencial;2024-09-17 18:00:00;2024-09-17 19:15:00
1549509002;EXAM;TP 4: Estrutura de Repetição por Condição;2025-06-03 22:00:00;2025-06-03 23:30:00
1552792072;EXAM;TP 1: Variáveis e Estrutura Sequencial;2025-04-03 21:55:00;2025-04-03 23:40:00
1553023344;ASSIGNMENT;Lista Parsons 1 - Estrutura sequencial - C;2026-03-17 16:00:00;2026-03-17 20:00:00
1554089676;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2026-03-31 12:15:00;2026-04-30 11:50:00
1554597768;ASSIGNMENT;Lab 5 - Vetores e Strings;2025-04-20 04:00:00;2025-04-20 04:00:00
1555373277;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2026-03-31 20:00:00;2026-04-30 19:55:00
1565467809;EXAM;Exercicios novos;2025-04-01 04:00:00;2025-04-08 04:00:00
1566663640;EXAM;Exercicio Avaliativo em Sala 01;2025-04-01 20:05:00;2025-04-01 21:15:00
1568494118;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2024-09-10 04:00:00;2024-09-17 04:00:00
1572751599;ASSIGNMENT;Vetor e String;2025-08-27 16:00:00;2025-12-06 03:55:00
1574433768;ASSIGNMENT;Lab 3 - Estrutura Condicional Encadeada;2024-09-30 23:55:00;2024-10-09 23:55:00
1584167357;EXAM;Exercicio Avaliativo em Sala 01;2025-08-27 14:00:00;2025-08-27 16:00:00
1591374609;ASSIGNMENT;L02 - Condicionais e laços;2025-09-01 22:45:00;2025-09-15 04:00:00
1592543394;ASSIGNMENT;Lista 4 – Repetição por Condição (while);2024-10-17 22:00:00;2024-11-01 03:55:00
1594949571;ASSIGNMENT;Lista Parsons 1 - Estrutura sequencial - C;2026-01-19 04:00:00;2026-04-18 04:00:00
1596959240;EXAM;TP 5: Listas e Strings;2025-06-26 20:00:00;2025-06-26 21:30:00
1601922340;ASSIGNMENT;Lab 3.1 - Estrutura Condicional Composta;2026-04-16 22:30:00;2026-05-01 04:00:00
1620513090;EXAM;Exercicio Avaliativo em Sala 03;2025-09-30 20:00:00;2025-09-30 22:00:00
1623047129;ASSIGNMENT;Extras 6 - Repetição por Contagem (for);2024-11-28 18:00:00;2024-12-18 04:00:00
1629586709;ASSIGNMENT;Lab 5 - Strings  e Listas;2025-06-02 22:10:00;2025-06-18 21:55:00
1636325571;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2026-04-01 04:00:00;2026-04-19 04:00:00
1647295653;ASSIGNMENT;Estruturas Condicionais 2;2026-03-02 18:00:00;2026-03-14 03:59:00
1648412618;ASSIGNMENT;L07 - Exercícios para autoavaliação;2024-09-19 22:25:00;2024-10-03 22:00:00
1652909682;EXAM;Lab Cadastro (Gabriel);2025-05-08 04:00:00;2025-05-09 04:00:00
1657842712;EXAM;Exercício Avaliativo em Sala 05;2025-11-17 14:00:00;2025-11-17 16:00:00
1666921033;ASSIGNMENT;Lab 6 - Repetição por Contagem (for);2024-11-28 18:00:00;2024-12-18 19:00:00
1667045003;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2025-04-07 18:30:00;2025-04-23 18:00:00
1668824016;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2024-08-22 04:00:00;2024-11-30 04:00:00
1668952436;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2025-04-10 18:30:00;2025-04-24 17:00:00
1670416974;ASSIGNMENT;Ordenação (introdução);2024-11-27 12:00:00;2024-11-30 03:55:00
1672914471;ASSIGNMENT;Lab 3 - Estrutura Condicional Encadeada;2024-09-30 04:00:00;2024-10-09 14:00:00
1673289006;EXAM;TP 1: Variáveis e Estrutura Sequencial;2024-09-17 22:10:00;2024-09-17 23:30:00
1676560405;ASSIGNMENT;Lab 3 - Estrutura Condicional Encadeada;2024-09-19 04:00:00;2024-09-19 04:00:00
1683421714;EXAM;Exercicio Avaliativo em Sala 02;2026-04-06 04:00:00;2026-04-06 04:00:00
1684962522;ASSIGNMENT;Lab 6 - Repetição por Contagem (for);2025-07-03 12:20:00;2025-07-15 12:00:00
1686127217;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2025-08-12 12:00:00;2025-08-13 14:00:00
1687078429;ASSIGNMENT;Lab 1.1 - Variáveis e Estrutura Sequencial;2025-03-26 21:00:00;2025-12-01 03:00:00
